Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
BAYAN MUNA Partylist,bayanmunapartylist,46098486763,POLITICAL ORGANIZATION,PH,"twitter: bayanmuna
fb: bayanmunapartylist

Our name is our message.It embodies our core idea and ideals- people first,their interest and welfare above all.",2018-03-31 12:23:09 SGT,N/A,N/A,2011-09-13 10:45:03 SGT,2011-09-13,10:45:03,Link,7,6,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/46098486763/posts/274011072627637,,http://www.congress.gov.ph/photojournal/zoom.php?photoid=603,,,SILENT LANGUAGE,"Speaker Feliciano Belmonte, Jr. warmly welcomes officers and representatives of the Philippine Federation of the Deaf, Philippine Deaf Resource Center, Philippine National Association of Sign Language Interpreters, Philippine Coalition on Convention on Rights of Persons with Disabilities, College of...",,,,-13.43
"Iglesia Ni Cristo Lokal ng Don Carlos,Bukidnon",,1035648196550866,CHURCH OF CHRIST,PH,"Iglesia Ni Cristo/Church of Christ In the Local Congregation of Don Carlos District of Bukidnon.
For WORSHIP SERVICE SCHEDULES, Just PM to us ��

",2021-01-14 11:28:23 SGT,N/A,N/A,2017-08-14 19:13:58 SGT,2017-08-14,19:13:58,Link,6,6,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1035648196550866/posts/1388907244558291,,https://www.facebook.com/138133363045156/posts/738730912985395/,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2F138133363045156%2Fposts%2F738730912985395%2F,,This is a re-share of a post,"INC anniversary bilang non-working holiday, pasado sa Kamara

INAPRUBAHAN na sa ikatlo at huling pagbasa ang panukalang batas na ibilang na special non-working holiday ang anibersaryo ng Iglesia ni Cristo (INC).

Batay sa House Bill 5686, tuwing anibersaryo ng Iglesia Ni Cristo na July 27 ay idedeklara itong non-working holiday.

Ang pagpapasa sa panukala ay isinagawa kaalinsabay ng ika-103 taong anibersaryo ng INC na inaprubahan ng may 242 kongresista.

Ang panukalang ito ay pinagsama-samang panukala nina Reps. Winston Castelo (PDP-Laban, Quezon City); Alfred Vargas (PDP-Laban, QC); Eugene de Vera (ABS Partylist); Gil P. Acosta (NP, Palawan); Gus Tambunting (PDP-Laban, Parañaque City) at Romeo Acop (LP, Antipolo City).

Sinabi ni Castelo na inaamyendahan ng HB 5686 ang Republic Act No. 9645 o mas kilala bilang Commemoration of the Founding Anniversary of Iglesia Ni Cristo Act, sa pamamagitan ng pagdedeklara ng July 27 bilang non-working holiday.

Paliwanag ni Castelo, chairman ng House Committee on Metro Manila Development, ito’y upang mabigyan ng pagkakataon ang mga Pilipino na miembro ng INC na maipagdiwang ang anibersaryo tuwing July 27.

Samantala, naipasa na sa Committee on Rules ang House Resolution 1163 na nagpapahatid ng pagbati sa ika-103 anibersaryo ng Iglesia Ni Cristo nitong nagdaang July 27, 2017 at ang House Resolution 1167 na nagpapahatid naman ng pagbati sa walong taong matagumpay na pangunguna ni Iglesia Ni Cristo Executive Minister Eduardo V. Manalo. 

Related :
http://www.congress.gov.ph/legisdocs/third_17/HBT5686.pdf
http://www.congress.gov.ph/legisdocs/first_17/CR00250.pdf
http://www.congress.gov.ph/photojournal/zoom.php?photoid=1254&key=House%20Bill%205686
http://www.abante-tonite.com/inc-anniv-idineklarang-holiday.htm:=:https://tonite.abante.com.ph/inc-anniv-idineklarang-holiday.htm",,,,-7
Juliette Uy,,339957112804069,POLITICIAN,,First-ever lady legislator representing the 2nd district of Misamis Oriental. Vice President for Social Development of the National Unity Party (NUP).,2016-03-10 22:01:13 SGT,643,N/A,2016-12-12 14:04:07 SGT,2016-12-12,14:04:07,Link,6,6,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/339957112804069/posts/950609728405468,"Members of the Association of Women Legislators Foundation, Inc. of the 17th Congress attended the opening of their ""PamasCong Handog: Garage Sale for a Cause."" The garage sale was held last Dec. 6 and 7, 2016 for the benefit of a drug rehabilitation center. Rep. Linabelle Ruth R. Villarica (4th District, Bulacan), AWLFI president, delivered the opening remarks while celebrity guest Heart Evangelista gave a short message. Rep. Vilma Santos-Recto (6th District, Batangas) acknowledged organizers of the garage sale while event chairperson Rep. Juliette Uy (2nd District, Misamis Oriental) gave the closing remarks for the fund-raising activity. The garage sale was formally opened by masters of ceremonies Rep. Sol Aragones, also an event chairperson, and celebrity guest Luis Manzano. http://www.congress.gov.ph/photojournal/zoom.php?photoid=1129",http://www.congress.gov.ph/photojournal/zoom.php?photoid=1129,,,House of Representatives,"Members of the Association of Women Legislators Foundation, Inc. of the 17th Congress attended the opening of their ""PamasCong Handog: Garage Sale for a Cause."" The garage sale was held last Dec. 6 and 7, 2016 for the benefit of a drug rehabilitation center. Rep. Linabelle Ruth R. Villarica (4th Dis...",,,,-3.67
Beng Climaco,bengclimaco,96666303013,GOVERNMENT OFFICIAL,PH,"MARIA ISABELLE 'BENG' G. CLIMACO -  Mayor, City Government of Zamboanga",2016-04-13 00:27:51 SGT,N/A,N/A,2011-06-17 07:41:01 SGT,2011-06-17,07:41:01,Link,6,5,1,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/96666303013/posts/106228032805591,"Speaker Feliciano Belmonte, Jr. exchanged notes on efforts to heighten PH-German parliamentary relations with Dr. Herman Otto Solms, Vice President of the German Bundestag (Parliament). With Speaker Belmonte are Deputy Speakers Raul Daza, Boying Remulla and Beng Climaco, Reps. Jun Abaya, Bolet Banal, Sigfrido Tinga, Rodolfo Biazon, Emi Calixto-Rubiano, Zenaida Angping and Tomas Apacible. ",http://www.congress.gov.ph/photojournal/zoom.php?photoid=574,,,Photo Journal - House of Representatives of the Philippines,"Speaker Feliciano Belmonte, Jr. (seated, left) exchanged notes on efforts to heighten PH-German parliamentary relations with Dr. Herman Otto Solms (seated right), Vice President of the German Bundestag (Parliament) and head of delegation who called on the House Speaker Thursday accompanied by German",,,,-63.33
Beng Climaco,bengclimaco,96666303013,GOVERNMENT OFFICIAL,PH,"MARIA ISABELLE 'BENG' G. CLIMACO -  Mayor, City Government of Zamboanga",2016-04-13 00:27:51 SGT,N/A,N/A,2011-05-31 09:59:46 SGT,2011-05-31,09:59:46,Link,6,6,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/96666303013/posts/153787971357767,"With the Speaker following the presentation to the Luciano family of the Congressional tribute to the ""greater than Life"" achievements of the late Justice and lawmaker are Deputy Speaker MARIA ISABELLE G. CLIMACO, Reps. Ma. Georgina de Venecia, Luzviminda Ilagan, Emmi de Jesus and Josephine Veronique Lacson-Noel. >>Beng Climaco",http://www.congress.gov.ph/photojournal/zoom.php?photoid=562,,,Photo Journal - House of Representatives of the Philippines-Tribute to a Great Woman,"Speaker Feliciano Belmonte, Jr. (4th from right) led women leader-legislators in paying tribute to a great woman, a passionate advocate and legal scholar, the late Justice Leonor Ines Luciano (inset, left), who used her expertise in the law for the service of the downtrodden, especially of indigent ",,,,-63.33
AAMBIS-Owa Party-list,aambis,280225918225,COMMUNITY ORGANIZATION,PH,"AAMBIS-Owa Party List is the farmers' voice in the Philippine House of Representatives. 

(Due to GCQ, we will be adopting a skeleton workforce from Monday to Thursday, 8am - 7pm. For immediate concerns, kindly reach out to us through 09228399731. )",2018-03-31 11:55:50 SGT,N/A,N/A,2014-09-14 08:00:01 SGT,2014-09-14,08:00:01,Link,5,4,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/280225918225/posts/10152408570543226,"Rep. Sharon Garin joined Speaker Feliciano Belmonte Jr., Rep. Rose Marie ""Baby"" Arenas, and Rep. Raneu Abu in welcoming H. E. Julio Camarena Villasenor, Ambassador, Extraordinary and Plenipotentiary ofthe United Mexican States Embassy in the Philippines on February 20, 2014 at the House of Representatives. http://www.congress.gov.ph/photojournal/zoom.php?photoid=871",http://www.congress.gov.ph/photojournal/zoom.php?photoid=871,,,HOUSE OF REPRESENTATIVES | 16th Congress of the Philippines,"COMMON VISIONPhoto credit: Tobias Engay, Media Relations Service-PRIB20 February 2014 05:43:07 PMSpeaker Feliciano Belmonte, Jr. (2nd from left) and H.E. Julio Camarena Villasenor, Ambassador, Extraordinary and Plenipotentiary of the United Mexican States Embassy in the Philippines (center) exchange…",,,,-5.2
PRESIDENT RODRIGO ROA DUTERTE in Ideas & in Action,,1629728733908586,none,,,2017-12-07 20:56:25 SGT,7748,N/A,2018-01-20 06:57:22 SGT,2018-01-20,06:57:22,Photo,5,3,0,2,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1629728733908586/permalink/1986661571548632,"SERENO’S LAND CRUISER QUESTIONED ""The House committee on justice questioned the use of public funds for the purchase of a P5-million brand-new Toyota Land Cruiser 2017 model for personal use by Supreme Court Chief Justice Maria Lourdes Sereno, aside from the Hyundai Grand Starex Gold already assigned to her. The purchase of the Toyota Land Cruiser is one of the allegations in the impeach complaint filed against Sereno by Atty. Lorenzo Gadon.""",https://www.facebook.com/ReyUmaliOnline/photos/a.1488382568051395/1982124572010523/?type=3,,,"Atty. Reynaldo ""RU"" Umali","SERENO’S LAND CRUISER QUESTIONED

""The House committee on justice questioned the use of public funds for the purchase of a P5-million brand-new Toyota Land Cruiser 2017 model for personal use by Supreme Court Chief Justice Maria Lourdes Sereno, aside from the Hyundai Grand Starex Gold already assigned to her. The purchase of the Toyota Land Cruiser is one of the allegations in the impeach complaint filed against Sereno by Atty. Lorenzo Gadon.""

From: House of Representatives of the Philippines Photo Journals

Source: http://www.congress.gov.ph/photojournal/zoom.php?photoid=1392",,,,-7
Knesset Christian Allies Caucus,KnessetChristianAlliesCaucus,158356400908680,POLITICAL ORGANIZATION,IL,Please 'LIKE' the Knesset Christian Allies Caucus- strengthening coordination between the Israeli parliament and Christian leaders around the world.,2017-04-14 01:43:44 SGT,N/A,N/A,2011-11-16 22:37:54 SGT,2011-11-16,22:37:54,Link,4,3,1,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/158356400908680/posts/233049446762554,The Knesset Christian Allies Caucus met with the Speaker of the Philippines House of Representatives,http://www.congress.gov.ph/photojournal/zoom.php?photoid=623,,,House of Representatives - 15th Congress of the Philippines,description,,,,-20
Die hard supporters PRRD,,2429891717244603,none,,,2020-03-20 05:53:08 SGT,N/A,N/A,2019-09-04 17:30:34 SGT,2019-09-04,17:30:34,Link,4,3,0,0,0,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/2429891717244603/permalink/2504667919766982,,http://www.congress.gov.ph/photojournal/zoom.php?photoid=2102,,,House of Representatives,"Rep. Jocelyn Pua-Tulfo (Party-list, ACT CIS) was the guest speaker during the flag raising ceremony of the House of Representatives Secretariat on Monday. In her speech, Tulfo said that prior to her election as party-list representative in Congress, she was just a plain housewife and little did she....",,,,-5.25
KABATAAN PARTYLIST,kabataan,194908320556,POLITICAL ORGANIZATION,PH,"The first and only youth sectoral party in Philippine Congress.

Join Kabataan Partylist! :)",2016-04-12 21:33:44 SGT,176570,174898,2019-09-24 16:33:55 SGT,2019-09-24,16:33:55,Link,3,2,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/194908320556/posts/10162230404940557,"23 September 2019 Youth and Sports Committee Meeting The House Committee on Youth and Sports Development chaired by Rep. Eric Martinez (2nd District, Valenzuela City) on Monday held its organizational meeting to discuss and approve its rules of procedure. The committee was also apprised by Philippine Sports Commission Chairman William Ramirez on the preparations for the 30th Southeast Asian Games to be held in Manila from November 30 to December 10, 2019. Martinez asked if the P7.5 billion budget for the SEAG preparations will guarantee the overall championship of the Philippines in the sports event. He cited that in 1991, host Philippines emerged as the overall champion of the SEAG. Ramirez said the heart and soul of the SEAG is the athletes. He also clarified that the SEAG budget was slashed by the Senate from P7.5 billion to P6 billion and eventually to P5 billion. Ramirez said through the initiative of House Speaker Alan Peter ""Compañero"" Cayetano, an additional P1 billion was raised to keep the budget at P6 billion. The Speaker is Chairman of the Philippine Southeast Asian Games Organizing Committee (PHISGOC). http://www.congress.gov.ph/photojournal/zoom.php?photoid=2130 Things that was discussed: 1.Proposed Rules of Procedure of the Committee on Youth and Sports Development 2. Sports athletes/competitions commendation of the House 3. 30th SEA Games For the 30th South East Asian Games, Philippine Sports Commission Issue(s): Procurement of equipment (they will rent instead & it will reflect on their MOOE) Several sponsors pitched in to discuss the ff: TEMPLATE THAT WAS USED BY THE GOVT. (They used what the Asian Continental Games look and operates. It will have an Asian games quality, 11,000 officials and athletes; 9,000 volunteers to run and operate the program.) VENUES PLACEMENT. (Since 1934, this is the only time that PH will have its own facilities, its still far from the likes of Singapore or Thailand but, they are getting there.) TEST VENUES. (2 test venues in Clark, but it is only in La Union where the surfing events can be conducted, everything was pursuant to International Standards) PROCUREMENT STATUS. (P 3.3 Billion pesos allotment, 30 are moving and out of that 30, 2 were already awarded for the designs, P 300 M for the venues technical requirements, business uniforms, casual uniforms, etc. were awarded as well) MARKETING. (There will be billboard signage, promoting the SEA Games, local district representatives were also asked to help with the promotion, by October 1, they will air TV commercials to Major TV networks, by the 15th, it will be the awarding for procurement services, livestreaming of some 11 sports while others will get highlights) ATHLETES VILLAGE. (furnishing only e.g. painting of doors etc.) FOOD. (they have a master plan for catering, whereas halal food will also be served especially to members of the Islamic Community) TICKETS. (General admission worth 50 pesos, they will also try to persuade LGUs to have them invite students to watch the games) BY OCTOBER 15, EVERYTHING WILL BE GOOD TO GO.",http://www.congress.gov.ph/photojournal/zoom.php?photoid=2130,,,House of Representatives,"The House Committee on Youth and Sports Development chaired by Rep. Eric Martinez (2nd District, Valenzuela City) on Monday held its organizational meeting to discuss and approve its rules of procedure. The committee was also apprised by Philippine Sports Commission Chairman William Ramirez on the p...",,,,-44
Juliette Uy,,339957112804069,POLITICIAN,,First-ever lady legislator representing the 2nd district of Misamis Oriental. Vice President for Social Development of the National Unity Party (NUP).,2016-03-10 22:01:13 SGT,931,N/A,2017-05-26 18:18:04 SGT,2017-05-26,18:18:04,Photo,3,3,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/339957112804069/posts/1067179423415164,"The Committee on Tourism of the House of Representatives has recently approved a measure that aims to declare the province of Misamis Oriental as a tourism development area. Misamis Oriental Rep. Juliette Uy (2nd District), author of House Bill 2128 titled An Act Declaring the Province of Misamis Oriental as a Tourism Development Area and Appropriating Funds Therefor, profusely thanked Leyte Rep. Lucy Torres-Gomez, Tourism Committee Chair for the panel's approval of the measure. You may also look at this link: http://www.congress.gov.ph/photojournal/zoom.php?photoid=1201",https://www.facebook.com/339957112804069/photos/a.1067179023415204/1067179050081868/?type=3,,,House Committee on Tourism,"The Committee on Tourism of the House of Representatives has recently approved a measure that aims to declare the province of Misamis Oriental as a tourism development area.

Misamis Oriental Rep. Juliette Uy (2nd District), author of House Bill 2128 titled An Act Declaring the Province of Misamis Oriental as a Tourism Development Area and Appropriating Funds Therefor, profusely thanked Leyte Rep. Lucy Torres-Gomez, Tourism Committee Chair for the panel's approval of the measure. You may also look at this link: http://www.congress.gov.ph/photojournal/zoom.php?photoid=1201",,,,-15
